FoodID,FoodCode,FoodGroupID,FoodSourceID,FoodDescription,FoodDescriptionF,FoodDateOfEntry,FoodDateOfPublication,CountryCode,ScientificName
5675,5675,7,37,"Sausage, smoked, with cheddar cheese, pre-cooked","Saucisse, fumée, avec fromage cheddar, pré-cuite",2014-07-14,,7917.0,
5677,5677,7,37,"Sausage, breakfast links or rounds, turkey, raw","Saucisse à déjeuner, en chapelet ou en galette, dinde, crue",2012-06-19,,7919.0,
5678,5678,7,0,"Sausage. Swisswurst, pork and beef, with swiss cheese, smoked","Saucisse, swisswurst, porc et boeuf, avec fromage suisse, fumée",2026-01-28,,7920.0,
5679,5679,7,0,"Meat stick, bacon and beef","Bâtonnet de viande, bacon et boeuf",2026-01-28,,7921.0,
5680,5680,7,0,"Sausage, Bratwurst, beef and pork, smoked","Saucisse, Bratwurst, boeuf et porc, fumée",2026-01-28,,7922.0,
5681,5681,7,0,"Sausage, Bratwurst, chicken, cooked","Saucisse, Bratwurst, poulet, cuite",2026-01-28,,7923.0,
5682,5682,7,0,"Sausage, Bratwurst, pork, beef and turkey, smoked, reduced fat","Saucisse, Bratwurst, porc, boeuf et dinde, fumée, teneur réduite en gras",2026-01-28,,7924.0,
5683,5683,7,0,"Deli-meat, pastrami, beef, extra lean, sliced","Charcuterie, pastrami, boeuf, extrai maigre, tranché",2026-01-28,,7925.0,
5684,5684,7,0,"Deli-meat, salami, Italian, pork","Charcuterie, salami italien, porc",2026-01-28,,7926.0,
5685,5685,7,0,"Sausage, Italian, turkey, smoked","Saucisse, italienne, dinde, fumée",2026-01-28,,7927.0,
5687,5687,7,0,"Sausage, smoked, turkey, hot","Saucisse, fumée, dinde, épicée",2012-06-19,,7929.0,
5689,5689,7,0,"Deli-meat, Beerwurst, (Beer salami, Bierwurst), pork and beef","Charcuterie, saucisson à la bière, porc et boeuf",2026-01-28,,7931.0,
5691,5691,7,37,"Deli-meat, chicken breast, oven-roasted, fat free, sliced","Charcuterie, poitrine de poulet, rôtie au four, sans gras, tranchée",2026-01-28,,7933.0,
5692,5692,7,37,"Sausage, Kielbasa (kolbassa), turkey","Saucisse, kielbasa (kolbassa), dinde",2026-01-28,,7934.0,
5693,5693,7,37,"Deli-meat, chicken breast, oven-roasted, sliced","Charcuterie, poitrine de poulet, rôtie au four, tranchée",2026-01-28,,7935.0,
5694,5694,7,0,"Deli-meat, Bologna (baloney), reduced fat","Charcuterie, saucisson de bologne, teneur réduite en gras",2026-01-28,,7936.0,
5696,5696,7,0,"Deli-meat, honey ham, smoked, extra lean, sliced","Charcuterie, jambon au miel, fumé, extra maigre, tranché",2026-01-28,,7938.0,
5698,5698,7,0,"Deli-meat, macaroni and cheese loaf, chicken/pork/beef","Charcuterie, pain de viande, macaroni au fromage, poulet, porc et boeuf",2026-01-28,,7940.0,
5699,5699,7,0,"Deli-meat, salami, Italian, pork and beef, reduced sodium","Charcuterie, salami italien, porc et boeuf, réduit en sodium",2026-01-28,,7941.0,
5702,5702,7,37,"Deli-meat, turkey breast, oven roasted, sliced","Charcuterie, poitrine de dinde, rôtie au four, tranchée",2026-01-28,,7081.0,
5705,5705,7,37,"Wiener (frankfurter), regular, mixed meats","Saucisse fumée, viandes mélangées",2026-01-28,,7950.0,
5706,5706,11,0,"Potato, Russet, flesh and skin, baked","Pomme de terre, Russet, chair et pelure, cuite au four",2026-01-28,,11356.0,
5707,5707,11,0,"Potato, white, flesh and skin, baked","Pomme de terre, blanche, chair et pelure, cuite au four",2026-01-28,,11357.0,
5708,5708,11,0,"Potato, red, flesh and skin, baked","Pomme de terre, rouge, chair et pelure, cuite au four",2026-01-28,,11358.0,
5709,5709,12,0,"Nuts, cashew nuts, raw","Noix, noix de cajou (acajous, anacardes), crues",2026-01-28,,12087.0,Anacardium occidentale
5710,5710,14,0,"Coffee, instant, mocha, powder, with whitener and artificial sweetener, decaffeinated","Café instantané, moka, poudre, avec colorant à café et édulcorant artificiel, décaféiné",2026-01-28,,14204.0,
5714,5714,14,1,"Drink, orange flavour, vitamin C added, low calorie, powder","Boisson, saveur orange, vitamine C ajoutée, hypocalorique, poudre",2026-01-28,,14409.0,
5715,5715,17,0,"Game meat, bison, ground, raw","Gibier, viande, bison, haché, cru",2012-06-22,,17330.0,Bison bison
5716,5716,17,0,"Game meat, bison, ground, cooked, pan-broiled","Gibier, viande, bison, haché, cuit, grillé au poêlon",2012-06-22,,17331.0,Bison bison
5717,5717,17,0,"Game meat, bison, top sirloin, separable lean only, steak, cooked, broiled","Gibier, viande, bison, haut de surlonge, maigre, bifteck, cuit, grillé",2012-06-22,,17332.0,Bison bison
5718,5718,17,0,"Game meat, bison, chuck, shoulder clod, roast, lean, braised","Gibier, viande, bison, épaule, rôti pointe d'épaule, maigre, cuit, braisé",2012-06-22,,17333.0,Bison bison
5719,5719,17,0,"Game meat, bison, chuck, shoulder clod roast, lean, raw","Gibier, viande, bison, épaule, rôti pointe d'épaule, maigre, cru",2012-06-22,,17334.0,Bison bison
5720,5720,17,0,"Game meat, bison, rib eye, lean, steak, cooked, broiled","Gibier, viande, bison, bifteck de faux-filet, maigre, cuit, grillé",2012-06-22,,17335.0,Bison bison
5721,5721,17,0,"Game meat, bison, top round, lean, steak, cooked, broiled","Gibier, viande, bison, intérieur de ronde, maigre, bifteck, cuit, grillé",2012-06-22,,17336.0,Bison bison
5722,5722,17,0,"Game meat, bison, top round, lean, steak, raw","Gibier, viande, bison, intérieur de ronde, maigre, bifteck, cru",2012-06-22,,17337.0,Bison bison
5723,5723,17,0,"Game meat, elk, ground, raw","Gibier, viande, wapiti (élan) haché, cru",2026-01-28,,17338.0,Cervus elaphus
5724,5724,17,0,"Game meat, elk, ground, cooked, pan-broiled","Gibier, viande, wapiti (élan), haché, cuit, grillé au poêlon",2026-01-28,,17339.0,Cervus elaphus
5725,5725,17,0,"Game meat, elk, loin, separable lean only, cooked, broiled","Gibier, viande, wapiti (élan), longe, maigre, cuit, grillé",2026-01-28,,17340.0,Cervus elaphus
5726,5726,17,0,"Game meat, elk, round, separable lean only, cooked, broiled","Gibier, viande, wapiti (élan), ronde, maigre, cuit, grillé",2026-01-28,,17341.0,Cervus elaphus
5727,5727,17,0,"Game meat, elk, tenderloin, separable lean only, cooked, broiled","Gibier, viande, wapiti (élan), filet, maigre, cuit, grillé",2026-01-28,,17342.0,Cervus elaphus
5728,5728,17,0,"Game meat, deer (venison), ground, raw","Gibier, viande de chevreuil (venaison), haché, cru",2026-01-28,,17343.0,"Cervus elaphus, Dama dama"
5729,5729,17,0,"Game meat, deer (venison), ground, cooked, pan-broiled","Gibier, viande de chevreuil (venaison), haché, cuit, grillé au poêlon",2012-06-22,,17344.0,"Cervus elaphus, Dama dama"
5730,5730,17,0,"Game meat, deer (venison), loin, separable lean only, 1 steak, cooked, broiled","Gibier, viande de chevreuil (venaison), longe, maigre, bifteck 1, cuit, grillé",2012-06-22,,17345.0,"Cervus elaphus, Dama dama"
5731,5731,17,0,"Game meat, deer (venison), shoulder clod roast, lean, braised","Gibier, viande de chevreuil (venaison), rôti de pointe d'épaule, maigre, braisé",2012-06-22,,17346.0,"Cervus elaphus, Dama dama"
5732,5732,17,0,"Game meat, deer (venison), tenderloin, roast, lean, broiled","Gibier, viande de chevreuil (venaison), filet, rôti, maigre, grillé",2012-06-22,,17347.0,"Cervus elaphus, Dama dama"
5733,5733,17,0,"Game meat, deer (venison), top round, separable lean only, 1 steak, cooked, broiled","Gibier, viande de chevreuil (venaison), intérieur de ronde, maigre, bifteck 1, cuit, grillé",2012-06-22,,17348.0,"Cervus elaphus, Dama dama"
5734,5734,19,0,"Candies, licorice, cherry, pieces","Bonbons, réglisse, cerises, morceaux",2026-01-28,,19092.0,
5735,5735,19,0,"Dessert, frozen, ice cream, chocolate, light","Dessert, congelé, crème glacée, chocolat, léger",2012-07-24,,19114.0,
5736,5736,19,0,"Sweets, topping, chocolate flavour hazelnut spread","Confiseries, garniture, tartinade au chocolat et noisettes",2026-01-28,,19125.0,
5737,5737,19,0,"Candies, York Bites","Bonbons, York Bites",2020-10-15,,19181.0,
5738,5738,19,35,"Dessert, pudding, chocolate, dry mix, instant, prepared with whole milk","Dessert, pouding, chocolat, mélange sec, instantané, préparé avec lait entier",2026-01-28,,19185.0,
5739,5739,19,35,"Dessert, pudding, vanilla, dry mix, instant, prepared with whole milk","Dessert, pouding, vanille, mélange sec, instantané, préparé avec lait entier",2026-01-28,,19203.0,
5740,5740,19,0,"Dessert, pudding, vanilla, ready-to-eat, fat free","Dessert, pouding, vanille, prêt-à-manger, sans gras",2026-01-28,,19233.0,
5741,5741,19,0,"Dessert, pudding, tapioca, ready-to-eat, fat free","Dessert, pouding, tapioca, prêt-à-manger, sans gras",2026-01-28,,19234.0,
5742,5742,19,0,"Dessert, pudding, chocolate, ready-to-eat, fat free","Dessert, pouding, chocolat, prêt-à-manger, sans gras",2026-01-28,,19235.0,
5743,5743,19,0,"Candies, milk chocolate with almond bites","Bonbons, chocolat au lait avec amandes, bouchées",2026-01-28,,19236.0,
5745,5745,19,0,"Candies, Reese's Bites","Bonbons, Reese's bouchées",2026-01-28,,19238.0,
5748,5748,19,0,"Candies, sugar-coated almonds","Bonbons, amandes dragées",2026-01-28,,19858.0,
5749,5749,19,0,"Pectin, liquid","Pectine, liquide",2012-07-03,,42063.0,
5750,5750,19,12,"Dessert, frozen, ice cream, vanilla, light, no sugar added, chocolate coated","Dessert, congelé, crème glacée, vanille, légère, sans sucre, enrobée de chocolat",2026-01-28,,42074.0,
5751,5751,19,12,"Dessert, frozen yogourt (yogurt), chocolate, skim milk, with artificial sweetener","Dessert, congelé, yogourt glacé, chocolat, lait écrémé, édulcorant artificiel",2026-01-28,,42185.0,
5752,5752,19,12,"Dessert, frozen, juice, orange","Dessert, congelé, jus, orange",2026-01-28,,43346.0,
5753,5753,19,12,"Dessert, frozen, juice with cream","Dessert, congelé, jus et crème",2026-01-28,,43450.0,
5754,5754,19,12,"Dessert, frozen, ice cream, chocolate, rich","Dessert, congelé, crème glacée, chocolat, riche",2012-07-24,,43541.0,
5755,5755,8,26,"Cereal, hot, oats (oatmeal), Quick: Robin Hood, prepared, Robin Hood","Céréale, chaude, avoine (gruau), Rapide: Robin Hood, préparée, Robin Hood",2026-01-28,,,
5758,5758,14,4,"Coffee substitute, cereal grain beverage, powder, with 2% M.F. milk","Café, succédané, boisson de céréales, poudre, avec lait 2% M.G.",2026-01-28,,,
5759,5759,17,28,"Game meat, Indigenous, bearded seal meat, raw","Gibier, viande, autochtone, phoque barbu, viande, crue",2026-01-28,,,Erignathus barbatus
5760,5760,17,28,"Game meat, Indigenous, bearded seal meat, boiled","Gibier, viande, autochtone, phoque barbu, viande, bouillie",2026-01-28,,,Erignathus barbatus
5761,5761,17,28,"Game meat, Indigenous, bearded seal, intestine, raw","Gibier, viande, autochtone, phoque barbu, intestin, cru",2026-01-28,,,Erignathus barbatus
5762,5762,17,28,"Game meat, Indigenous, bearded seal, intestine, boiled","Gibier, viande, autochtone, phoque barbu, intestin, bouilli",2026-01-28,,,Erignathus barbatus
5763,5763,17,28,"Game meat, Indigenous, bearded seal, blubber, raw","Gibier, viande, autochtone, phoque barbu, lard, cru",2026-01-28,,,Erignathus barbatus
5764,5764,17,28,"Game meat, Indigenous, beluga, blubber, raw","Gibier, viande, autochtone, béluga, lard, cru",2026-01-28,,,Delphinapterus leucas
5765,5765,17,28,"Game meat, Indigenous, beluga, blubber, boiled","Gibier, viande, autochtone, béluga, lard, bouilli",2026-01-28,,,Delphinapterus leucas
5766,5766,17,28,"Game meat, Indigenous, beluga, muktuk, raw","Gibier, viande, autochtone, béluga, muktuk, cru",2026-01-28,,,Delphinapterus leucas
5767,5767,17,28,"Game meat, Indigenous, beluga, muktuk, boiled","Gibier, viande, autochtone, béluga, muktuk, bouilli",2026-01-28,,,Delphinapterus leucas
5768,5768,4,28,"Animal fat, Indigenous, beluga oil","Gras animal, autochtone, huile de béluga",2026-01-28,,35014.0,Delphinapterus leucas
5769,5769,17,28,"Game meat, Indigenous, beluga, meat, dried","Gibier, viande, autochtone, béluga, viande, déshydratée",2026-01-28,,,Delphinapterus leucas
5770,5770,17,28,"Game meat, Indigenous, narwhal, flippers, aged","Gibier, viande, autochtone, narval, nageoires, vieillies",2026-01-28,,,Monodon monoceros
5771,5771,17,28,"Game meat, Indigenous, narwhal, meat, dried","Gibier, viande, autochtone, narval, viande, déshydratée",2026-01-28,,,Monodon monoceros
5772,5772,17,28,"Game meat, Indigenous, narwhal, blubber, raw","Gibier, viande, autochtone, narval, lard, cru",2026-02-11,,,Monodon monoceros
5773,5773,17,28,"Game meat, Indigenous, narwhal, blubber, aged","Gibier, viande, autochtone, narval, lard, vieilli",2026-01-28,,,Monodon monoceros
5774,5774,17,28,"Game meat, Indigenous, narwhal, blubber, boiled","Gibier, viande, autochtone, narval, lard, bouilli",2026-01-28,,,Monodon monoceros
5775,5775,17,28,"Game meat, Indigenous, narwhal, skin (muktuk), raw","Gibier, viande, autochtone, narval, peau (muktuk), crue",2026-01-28,,,Monodon monoceros
5776,5776,17,28,"Game meat, Indigenous, narwhal, skin (muktuk), boiled","Gibier, viande, autochtone, narval, peau (muktuk), bouillie",2026-01-28,,,Monodon monoceros
5777,5777,17,28,"Game meat, Indigenous, narwhal, skin (muktuk), aged","Gibier, viande, autochtone, narval, peau (muktuk), vieillie",2016-10-31,,,Monodon monoceros
5778,5778,17,28,"Game meat, Indigenous, ringed seal, blubber, raw","Gibier, viande, autochtone, phoque annelé, lard, cru",2016-10-31,,,Phoca hispida
5779,5779,17,28,"Game meat, Indigenous, ringed seal, blubber, aged, liquid","Gibier, viande, autochtone, phoque annelé, lard, vieilli, liquide",2016-10-31,,,Phoca hispida
5780,5780,17,28,"Game meat, Indigenous, ringed seal, blubber, aged, solid","Gibier, viande, autochtone, phoque annelé, lard, vieilli, solide",2016-10-31,,,Phoca hispida
5781,5781,17,28,"Game meat, Indigenous, ringed seal, blubber, boiled","Gibier, viande, autochtone, phoque annelé, lard, bouilli",2016-10-31,,,Phoca hispida
5782,5782,17,28,"Game meat, Indigenous, ringed seal, meat, raw","Gibier, viande, autochtone, phoque annelé, viande, crue",2016-10-31,,,Phoca hispida
5783,5783,17,28,"Game meat, Indigenous, ringed seal, meat, boiled","Gibier, viande, autochtone, phoque annelé, viande, bouillie",2016-10-31,,,Phoca hispida
5784,5784,17,28,"Game meat, Indigenous, ringed seal, meat, aged","Gibier, viande, autochtone, phoque annelé, viande, vieillie",2016-10-31,,,Phoca hispida
5785,5785,17,28,"Game meat, Indigenous, ringed seal, heart, raw","Gibier, viande, autochtone, phoque annelé, coeur, cru",2026-01-28,,,Phoca hispida
5786,5786,17,28,"Game meat, Indigenous, ringed seal, brain, raw","Gibier, viande, autochtone, phoque annelé, cervelle, crue",2026-01-28,,,Phoca hispida
5787,5787,17,28,"Game meat, Indigenous, ringed seal, eyes, raw","Gibier, viande, autochtone, phoque annelé, yeux, crus",2026-01-28,,,Phoca hispida
5788,5788,17,28,"Game meat, Indigenous, ringed seal, liver, raw","Gibier, viande, autochtone, phoque annelé, foie, cru",2026-01-28,,,Phoca hispida
5789,5789,17,28,"Game meat, Indigenous, ringed seal, pup, raw","Gibier, viande, autochtone, phoque annelé, bébé phoque, cru",2016-10-31,,,Phoca hispida
5790,5790,17,28,"Game meat, Indigenous, ringed seal, pup, boiled","Gibier, viande, autochtone, phoque annelé, bébé phoque, bouilli",2016-10-31,,,Phoca hispida
5791,5791,17,28,"Game meat, Indigenous, walrus, blubber, raw","Gibier, viande, autochtone, morse, lard, cru",2016-10-31,,,Odobenus rosmarus
5792,5792,17,28,"Game meat, Indigenous, walrus, blubber, boiled","Gibier, viande, autochtone, morse, lard, bouilli",2016-10-31,,,Odobenus rosmarus
5793,5793,17,28,"Game meat, Indigenous, walrus, blubber, aged","Gibier, viande, autochtone, morse, lard, vieilli",2016-10-31,,,Odobenus rosmarus
5794,5794,17,28,"Game meat, Indigenous, walrus, meat, boiled","Gibier, viande, autochtone, morse, viande, bouillie",2016-10-31,,,Odobenus rosmarus
5795,5795,17,28,"Game meat, Indigenous, walrus, meat, aged","Gibier, viande, autochtone, morse, viande, vieillie",2016-10-31,,,Odobenus rosmarus
5796,5796,17,28,"Game meat, Indigenous, walrus, skin (muktuk), raw","Gibier, viande, autochtone, morse, peau (muktuk), crue",2016-10-31,,,Odobenus rosmarus
5797,5797,17,28,"Game meat, Indigenous, walrus, skin (muktuk), aged","Gibier, viande, autochtone, morse, peau (muktuk), vieillie",2016-10-31,,,Odobenus rosmarus
5798,5798,17,28,"Game meat, Indigenous, walrus, flippers, mattak, aged","Gibier, viande, autochtone, morse, nageoires, mattak, vieillies",2026-01-28,,,Odobenus rosmarus
5799,5799,17,28,"Game meat, Indigenous, ringed seal, flippers, mattak, aged","Gibier, viande, autochtone, phoque annelé, nageoires, mattak, vieillies",2026-01-28,,,Phoca hispida
5800,5800,17,28,"Game meat, Indigenous, beaver, meat, dried","Gibier, viande, autochtone, castor, viande, déshydratée",2016-10-31,,,Castor canadensis
5801,5801,17,28,"Game meat, Indigenous, beaver, feet, roasted","Gibier, viande, autochtone, castor, pieds, rôtis",2026-01-28,,,Castor canadensis
5802,5802,17,28,"Game meat, Indigenous, beaver, tail, roasted","Gibier, viande, autochtone, castor, queue, rôtie",2026-01-28,,,Castor canadensis
5803,5803,17,28,"Game meat, Indigenous, beaver, liver, raw","Gibier, viande, autochtone, castor, foie, cru",2026-01-28,,,Castor canadensis
5804,5804,17,28,"Game meat, Indigenous, caribou (reindeer), bone marrow, cooked","Gibier, viande, autochtone, caribou (renne), moelle osseuse, cuite",2016-10-31,,,Rangifer tarandus
5805,5805,17,28,"Game meat, Indigenous, caribou (reindeer), fat, raw","Gibier, viande, autochtone, caribou (renne), gras, cru",2016-10-31,,,Rangifer tarandus
5806,5806,17,28,"Game meat, Indigenous, caribou (reindeer), meat, dried","Gibier, viande, autochtone, caribou, (renne), viande, déshydratée",2016-10-31,,,Rangifer tarandus
5807,5807,17,28,"Game meat, Indigenous, caribou (reindeer), meat, aged","Gibier, viande, autochtone, caribou, (renne), viande, vieillie",2016-10-31,,,Rangifer tarandus
5808,5808,17,28,"Game meat, Indigenous, caribou (reindeer), brain, raw","Gibier, viande, autochtone, caribou, (renne), cervelle, crue",2026-01-28,,,Rangifer tarandus
5809,5809,17,28,"Game meat, Indigenous, caribou (reindeer), brain, boiled","Gibier, viande, autochtone, caribou, (renne), cervelle, bouillie",2026-01-28,,,Rangifer tarandus
5810,5810,17,28,"Game meat, Indigenous, caribou (reindeer), heart, raw","Gibier, viande, autochtone, caribou, (renne), coeur, cru",2026-01-28,,,Rangifer tarandus
5811,5811,17,28,"Game meat, Indigenous, caribou (reindeer), heart, boiled","Gibier, viande, autochtone, caribou, (renne), coeur, bouilli",2026-01-28,,,Rangifer tarandus
